frame,x,y,speed_kmh,cumulative_dist_m
353,-268.77478,57.19098,341.98474,
354,-272.80817,59.72277,428.59448,
355,-277.69583,62.741684,517.035,
356,-283.42316,66.236015,603.82294,
357,-286.2226,68.04196,299.82697,
358,-286.1001,68.164,15.562289,
359,-285.99014,68.27606,14.129607,
360,-285.8945,68.37869,12.625833,
361,-285.82495,68.46506,9.979864,
362,-285.76166,68.5345,8.456341,
363,-285.7194,68.598755,6.921907,
364,-285.6868,68.65455,5.8154435,
365,-285.6579,68.69745,4.655389,
366,-285.6516,68.736855,3.5913727,
367,-285.65112,68.76993,2.9769325,
368,-285.65494,68.80195,2.9022298,
369,-285.65878,68.83396,2.901874,
370,-285.66263,68.86598,2.902556,
371,-285.70065,68.88091,3.6766071,
372,-285.80328,68.863014,9.376169,
373,-285.80167,66.94335,172.76968,
374,-285.6957,63.121933,344.05988,
375,-285.60522,59.294907,344.52863,
376,-285.53012,55.462273,345.00327,
377,-285.4704,51.624035,345.48322,
378,-285.39188,47.79727,344.4812,
379,-285.26413,43.997726,342.15228,
380,-285.25613,42.094334,171.30685,
381,-285.35083,42.088886,8.536734,
382,-285.65488,42.94808,82.02625,
383,-286.16824,44.67191,161.87843,
384,-286.89096,47.26038,241.87239,
385,-287.82297,50.71349,321.90076,
386,-288.78107,54.157135,321.69995,
387,-289.7131,57.63094,323.7,
388,-290.66705,61.095802,323.4407,
389,-291.40286,63.693916,243.02686,
390,-291.924,65.40543,161.01923,
391,-292.21524,66.257774,81.064926,
392,-292.29706,66.24141,7.509441,
393,-292.33154,66.22867,3.3086982,
394,-292.38177,66.18345,6.082857,
395,-292.40375,66.14616,3.8955832,
396,-292.41907,66.099594,4.411593,
397,-292.42657,66.067024,3.0081513,
398,-292.4534,66.02605,4.4079165,
399,-292.4644,65.983826,3.9264333,
400,-292.47174,65.94385,3.658403,
401,-292.47556,65.908005,3.2440786,
402,-292.4866,65.86978,3.5808945,
403,-292.5187,65.83601,4.1934166,
404,-292.55594,65.80912,4.1335845,
405,-292.5915,65.779526,4.1632605,
406,-292.64005,65.749565,5.134796,
407,-292.70438,65.70924,6.8330665,
408,-292.77728,65.670135,7.4460053,
409,-292.86072,65.631035,8.29284,
410,-292.938,65.60013,7.490008,
411,-293.03473,65.565865,9.236632,
412,-293.13123,65.5361,9.088388,
413,-293.22333,65.51223,8.5631,
414,-293.31473,65.49601,8.354539,
415,-293.40173,65.47041,8.162342,
416,-293.48453,65.4401,7.935158,
417,-293.55258,65.409424,6.7184267,
418,-293.59946,65.384575,4.774867,
419,-293.66354,65.35501,6.351958,
420,-293.749,65.31932,8.334294,
421,-293.8582,65.28407,10.326604,
422,-293.99115,65.24926,12.370221,
423,-294.14783,65.21488,14.436407,
424,-294.33383,65.17372,17.145395,
425,-294.6466,65.07207,29.599127,
426,-295.1132,64.88934,45.097816,
427,-295.73364,64.625565,60.67769,
428,-296.50787,64.28071,76.28048,
429,-297.436,63.854797,91.90703,
430,-298.5179,63.347816,107.53238,
431,-299.7537,62.759766,123.17029,
432,-301.0403,62.14384,128.38043,
433,-302.28015,61.535736,124.284386,
434,-303.44357,60.952324,117.1356,
435,-304.49542,60.409096,106.54586,
436,-305.41516,59.92152,93.68863,
437,-306.17905,59.502094,78.43123,
438,-306.77585,59.156292,62.07727,
439,-307.20642,58.889477,45.588623,
440,-307.51352,58.693314,32.796253,
441,-307.72147,58.550575,22.700008,
442,-307.86517,58.452328,15.667333,
443,-307.96484,58.381664,10.996038,
444,-308.0399,58.32957,8.221659,
445,-308.10025,58.290447,6.47402,
446,-308.14807,58.25744,5.229626,
447,-308.1863,58.231976,4.1346693,
448,-308.21252,58.214355,2.8427362,
449,-308.2353,58.19774,2.5366826,
450,-308.24686,58.186447,1.4547579,
451,-308.25244,58.17462,1.1770161,
452,-308.25665,58.160915,1.2904764,
453,-308.25665,58.148018,1.1607742,
454,-308.25153,58.136574,1.1286047,
455,-308.24918,58.12632,0.94677436,
456,-308.23785,58.118385,1.2442986,
457,-308.22223,58.11082,1.5623827,
458,-308.2109,58.103455,1.2156625,
459,-308.19986,58.10065,1.0257851,
460,-308.18784,58.09941,1.0878905,
461,-308.1806,58.09334,0.8497566,
462,-308.174,58.086838,0.8334338,
463,-308.17163,58.07701,0.909977,
464,-308.17194,58.06888,0.7324792,
465,-308.2939,58.22355,17.728367,
466,-308.53815,58.538128,35.843204,
467,-308.90585,59.014423,54.15468,
468,-309.39307,59.65725,72.59392,
469,-310.00403,60.462563,90.97587,
470,-310.7384,61.43238,109.48432,
471,-311.60117,62.560757,127.837746,
472,-312.46393,63.689137,127.83802,
473,-313.3267,64.81751,127.837746,
474,-314.18948,65.94589,127.8397,
475,-315.05225,67.074265,127.83749,
476,-315.91504,68.202644,127.8397,
477,,,,
478,,,,
479,,,,
480,,,,
481,,,,
482,,,,
483,,,,
484,,,,
485,,,,
486,,,,
487,,,,
488,,,,
489,,,,
490,,,,
491,,,,
492,-327.71814,82.2034,,
493,-327.88483,81.86945,33.591187,
494,-328.03412,81.468765,38.48372,
495,-328.16592,81.00135,43.70789,
496,-328.29773,80.53392,43.70921,
497,-328.42953,80.0665,43.70855,
498,-328.56137,79.59908,43.708633,
499,-328.69318,79.13167,43.70789,
500,-328.825,78.664246,43.709293,
501,-328.95682,78.196815,43.70921,
502,-329.08865,77.7294,43.708633,
503,-329.22046,77.261986,43.70789,
504,-329.35226,76.794556,43.70921,
505,-329.48413,76.32713,43.710037,
506,-329.616,75.85972,43.70938,
507,-329.7478,75.3923,43.70789,
508,-329.8796,74.92488,43.70855,
509,-330.0114,74.45745,43.70921,
510,-330.14325,73.990036,43.708633,
511,-330.27505,73.52261,43.70855,
512,-330.4069,73.05519,43.709293,
513,,,,
514,,,,
515,,,,
516,,,,
517,,,,
518,,,,
519,,,,
520,,,,
521,,,,
522,,,,
523,-330.4216,65.79178,,
524,-330.11838,64.65141,106.19914,
525,-329.86005,63.524475,104.05511,
526,-329.5697,62.467743,98.63042,
527,-329.22888,61.497562,92.54733,
528,-328.888,60.52934,92.38301,
529,-328.5553,59.573982,91.04679,
530,-328.21164,58.65725,88.11272,
531,-327.82364,57.811436,83.750565,
532,-327.40448,57.024612,80.23565,
533,-326.9633,56.26881,78.76352,
534,-326.5414,55.511036,78.05654,
535,-326.1145,54.799393,74.68853,
536,-325.6543,54.15409,71.33334,
537,-325.17294,53.54251,70.045876,
538,-324.67606,52.98028,67.52991,
539,-324.21313,52.51752,58.91005,
540,-323.7983,52.14585,50.12754,
541,-323.40875,51.88193,42.348633,
542,-323.0525,51.708767,35.650528,
543,-322.74945,51.595234,29.1248,
544,-322.4848,51.568123,23.943012,
545,-322.2648,51.598484,19.98777,
546,-322.04477,51.628845,19.99049,
547,-321.82477,51.659206,19.98777,
548,-321.60474,51.689564,19.990444,
549,-321.53778,51.679405,6.094963,
550,-321.6239,51.628723,8.993442,
551,-321.86304,51.537525,23.034195,
552,-322.25525,51.405815,37.236267,
553,-322.8005,51.233578,51.463284,
554,-323.54004,51.023243,69.19759,
555,-324.50174,50.80807,88.69301,
556,-325.53235,50.628597,94.15075,
557,-326.6244,50.501896,98.94299,
558,-327.7936,50.381214,105.78885,
559,-329.03986,50.266552,112.6359,
560,-330.36325,50.157906,119.506226,
561,-331.72247,50.052856,122.69482,
562,-333.0468,49.957474,119.4994,
563,-334.33624,49.87174,116.30484,
564,-335.61395,49.7239,115.76111,
565,-336.8692,49.573498,113.780464,
566,-338.06946,49.448135,108.61069,
567,-339.205,49.354763,102.54249,
568,-340.26065,49.337364,95.02266,
569,-341.29556,49.303333,93.19243,
570,-342.30417,49.25384,90.88376,
571,-343.2688,49.23581,86.83188,
572,-344.19693,49.233406,83.53208,
573,-345.10278,49.235012,81.526924,
574,-345.9653,49.232082,77.6271,
575,-346.8072,49.19025,75.863434,
576,-347.63785,49.133045,74.93629,
577,-348.43207,49.076397,71.661385,
578,-349.2064,49.020023,69.873474,
579,-349.93396,48.972404,65.62135,
580,-350.61984,48.929157,61.852016,
581,-351.20065,48.894394,52.366493,
582,-351.6691,48.85849,42.283688,
583,-351.99954,48.851204,29.74722,
584,-352.22278,48.855415,20.094822,
585,-352.3243,48.879173,9.38471,
586,-352.3186,48.91705,3.4473274,
587,-352.21912,48.95743,9.663361,
588,-352.11963,48.99782,9.663619,
589,-352.0201,49.038208,9.666034,
590,-351.9206,49.07859,9.665905,
591,-351.82108,49.118977,9.666034,
592,-351.7216,49.159363,9.66349,
593,-351.6221,49.19975,9.66349,
594,-351.52258,49.240135,9.666034,
595,-351.42307,49.280525,9.666163,
596,-351.32355,49.32091,9.666034,
597,-351.22406,49.361298,9.66349,
598,-351.12457,49.40168,9.663361,
599,-351.02505,49.442066,9.666034,
600,-350.92554,49.482456,9.666163,
601,-350.82602,49.52284,9.665905,
602,-350.60788,49.535233,19.66423,
603,-350.30325,49.523705,27.436005,
604,-349.94492,49.47557,32.540016,
605,-348.38788,49.900322,145.25395,
606,-345.63214,50.79796,260.8423,
607,-341.6777,52.168476,376.66794,
608,-336.52457,54.01188,492.56366,
609,-332.94934,55.189045,338.76315,
610,-330.91986,55.69591,188.26363,
611,-330.40323,55.54515,48.43618,
612,-331.03857,54.899097,81.55057,
613,-332.8405,53.764267,191.6563,
614,-335.81808,52.144062,305.0852,
615,-339.9551,50.048283,417.38327,
616,-342.601,48.62869,270.24075,
617,-343.773,47.874603,125.42727,
618,-343.45087,47.816193,29.465658,
619,-343.13635,47.788605,28.414959,
620,-342.83078,47.757534,27.643326,
621,-342.54007,47.715614,26.434553,
622,-342.27362,47.6752,24.25467,
623,-342.0241,47.65164,22.555937,
624,-341.77942,47.6548,22.02393,
625,-341.54544,47.65814,21.060188,
626,-341.35486,47.63641,17.263523,
627,-341.14243,47.604652,19.331415,
628,-340.89322,47.566837,22.685335,
629,-340.61395,47.500805,25.827017,
630,-340.30463,47.406555,29.102957,
631,-339.96964,47.26929,32.582085,
632,-339.62912,47.079056,35.10461,
633,-339.2707,46.85195,38.188816,
634,-338.91385,46.640553,37.328392,
635,-338.55865,46.444862,36.49802,
636,-338.2051,46.264885,35.7048,
637,-337.85327,46.100616,34.946613,
638,-337.49356,45.96767,34.514317,
639,-337.12012,45.872395,34.68652,
640,-336.71707,45.816933,36.615932,
641,-336.31403,45.76146,36.616074,
642,-335.91098,45.706,36.61589,
643,-335.50793,45.650536,36.615982,
644,-335.10492,45.595074,36.613216,
645,-334.70184,45.539608,36.618706,
646,,,,
647,,,,
648,,,,
649,,,,
650,,,,
651,,,,
652,,,,
653,-331.43985,43.234047,,
654,-331.02856,42.5273,73.59361,
655,-330.608,41.789536,76.42967,
656,-330.17615,41.052208,76.90394,
657,-329.73303,40.31531,77.38784,
658,-329.27866,39.578846,77.88194,
659,-328.813,38.84282,78.38695,
660,-328.37552,38.128,75.425606,
661,-327.96414,37.477554,69.26542,
662,-327.57968,36.889854,63.205444,
663,-327.22754,36.31945,60.33122,
664,-326.8837,35.795967,56.36772,
665,-326.55212,35.31568,52.526024,
666,-326.25476,34.86498,48.59648,
667,-325.95224,34.423096,48.196613,
668,-325.6459,33.99183,47.60927,
669,-325.33942,33.575512,46.52702,
670,-325.0335,33.186054,44.571095,
671,-324.7688,32.821358,40.557423,
672,-318.14832,33.158806,596.617,
673,-305.15018,34.212013,1173.6664,
674,-292.09604,35.363724,1179.436,
675,-278.99347,36.592655,1184.4069,
676,-265.85165,37.89647,1188.57,
677,-252.66635,39.27725,1193.1664,
678,-239.4618,40.712303,1195.4065,
679,-232.61404,41.531174,620.6895,
680,-232.12305,41.733852,47.80661,
681,-231.66713,41.937588,44.94315,
682,-231.23502,42.14936,43.309547,
683,-230.82675,42.369164,41.730595,
684,-230.4423,42.597,40.21979,
685,-230.04099,42.828026,41.676098,
686,-229.61986,43.029472,42.014576,
687,-229.23364,43.20945,38.348244,
688,-228.87697,43.36256,34.933372,
689,-231.12303,43.138668,203.14752,
690,-235.97186,42.53778,439.73294,
691,-243.42345,41.559883,676.3929,
692,-253.47778,40.204987,913.0695,
693,-266.15472,38.502674,1151.1654,
694,-278.7842,36.800472,1146.9313,
695,-291.3784,35.101803,1143.7395,
696,-301.38336,33.749474,908.6359,
697,-308.79474,32.742188,673.15625,
698,-313.6261,32.08552,438.82034,
699,-315.87613,31.77866,204.37732,
700,-315.53937,31.825016,30.594334,
701,-309.02438,32.77486,592.5475,
702,-296.32443,34.630165,1155.1279,
703,-283.68323,36.498756,1150.0708,
704,-271.12012,38.37027,1143.157,
705,-258.62146,40.23912,1137.3843,
706,-246.18855,42.10612,1131.5074,
707,-233.80238,43.967102,1127.2673,
708,-227.66965,44.91615,558.5162,
709,-227.79037,44.953278,11.367702,
710,-227.90149,44.977966,10.244185,
711,-227.98814,45.0019,8.090915,
712,-228.05034,45.025078,5.973601,
713,-228.08804,45.047497,3.947952,
714,-228.12576,45.069912,3.9489565,
715,-228.16351,45.09233,3.9514933,
716,-228.20432,45.101654,3.7668242,
717,-228.23212,45.107292,2.553071,
718,-228.26501,45.113495,3.0129824,
719,-228.30305,45.12027,3.4774878,
720,-228.34624,45.127605,3.942092,
721,-228.3906,45.126335,3.9937937,
722,-228.43568,45.119225,4.108225,
723,-228.48251,45.126453,4.2645497,
724,-228.55154,45.13891,6.313083,
725,-228.6246,45.152344,6.685576,
726,-228.70169,45.166756,7.0580726,
727,-228.79126,45.173897,8.086798,
728,-228.89722,45.18295,9.57087,
729,-229.02013,45.191135,11.086368,
730,-229.15575,45.19139,12.205832,
731,-229.29984,45.183395,12.987937,
732,-229.45238,45.167156,13.806366,
733,-229.6134,45.142677,14.658839,
734,-229.77441,45.118195,14.657533,
735,-229.93541,45.093716,14.656123,
736,-230.09642,45.06803,14.674181,
737,-230.2364,45.036736,12.909583,
738,-230.36993,44.99862,12.497704,
739,-230.49371,44.945145,12.135267,
740,-230.5651,44.90549,7.3489914,
741,-230.5451,44.88418,2.6297755,
742,-230.4489,44.874554,8.701818,
743,-230.24963,44.894257,18.021263,
744,-231.78978,44.526516,142.5096,
745,-235.05478,43.77253,301.58353,
746,-240.04788,42.640846,460.77704,
747,-246.81178,41.102276,624.3014,
748,-253.81453,39.524097,646.05396,
749,-261.04102,37.912968,666.3517,
750,-268.50983,36.25996,688.4592,
751,-274.39954,34.986282,542.327,
752,-278.6976,34.100266,394.95944,
753,-281.40408,33.60191,247.67836,
754,-282.53613,33.48042,102.4695,
755,-283.66467,33.364002,102.10759,
756,-284.78964,33.252666,101.74188,
757,-285.91934,33.13887,102.18749,
758,-287.05368,33.02262,102.62515,
759,-288.1755,32.911625,101.457344,
760,-284.11545,33.91044,376.30017,
761,-274.8563,36.02986,854.8764,
762,-265.37103,38.195724,875.64557,
763,-258.45123,39.79849,639.2692,
764,-254.09692,40.838146,402.90356,
765,-252.30812,41.314697,166.60742,
766,-253.11453,41.212097,73.16212,
767,-259.036,40.014523,543.72284,
768,-270.07605,37.704803,1015.1157,
769,-281.26343,35.370136,1028.555,
770,-289.79932,33.616913,784.2672,
771,-295.68768,32.442577,540.3893,
772,-298.93118,31.84346,296.85312,
773,-299.5251,31.824726,53.477818,
774,-300.1079,31.80365,52.488506,
775,-300.68787,31.794617,52.202374,
776,-301.2671,31.769146,52.180504,
777,-301.82758,31.756046,50.4575,
778,-299.13303,32.43312,250.04822,
779,-293.18066,33.804028,549.73724,
780,-283.9754,35.863605,848.95667,
781,-271.52808,38.60584,1147.1233,
782,-258.9568,41.365753,1158.3613,
783,-246.26834,44.15737,1169.2721,
784,-233.48071,46.95959,1178.1954,
785,-223.83037,49.099895,889.63556,
786,-217.32736,50.567123,599.9824,
787,-213.96611,51.362236,310.86133,
788,-213.74661,51.48523,22.644728,
789,-213.55421,51.61209,20.741217,
790,-213.37811,51.72826,18.987022,
791,-217.9515,50.851765,419.0965,
792,-227.2703,48.979893,855.44366,
793,-241.3244,46.123806,1290.7242,
794,-255.48518,43.24809,1300.4844,
795,-269.74338,40.349876,1309.4791,
796,-284.0753,37.427635,1316.4116,
797,-298.4831,34.488083,1323.4156,
798,-308.24094,32.508636,896.09314,
799,-313.34875,31.489292,468.7685,
800,-306.4416,32.977,635.9009,
801,-292.15366,36.006214,1314.4967,
802,-277.7677,39.061966,1323.6223,
803,-263.33737,42.12082,1327.5868,
804,-248.82747,45.19722,1334.9204,
805,-241.77008,46.716652,649.719,
806,-242.16522,46.679108,35.72291,
807,-249.90862,45.114414,710.99084,
808,-264.9898,42.02068,1385.572,
809,-280.13525,38.915726,1391.4398,
810,-295.3159,35.810085,1394.5547,
811,-307.5141,33.32762,1120.3428,
812,-309.19778,33.042847,153.68387,
813,-300.36697,34.95576,813.20593,
814,-288.4909,37.48959,1092.9027,
815,-273.58008,40.646233,1371.7169,
816,-258.6919,43.78784,1369.4431,
817,-243.81781,46.91897,1368.0068,
818,-232.00829,49.410572,1086.2555,
819,-223.27629,51.258865,803.2918,
820,-217.59396,52.454422,522.6064,
821,-214.97401,53.011913,241.07455,
822,-215.4164,52.931343,40.4694,
823,-215.86487,52.842205,41.151943,
824,-216.31221,52.746178,41.177933,
825,-216.7584,52.643257,41.212227,
826,-217.16653,52.558575,37.51377,
827,-217.56438,52.501553,36.171726,
828,-217.98993,52.42338,38.940525,
829,-218.37743,52.367718,35.232716,
830,-218.75432,52.319023,34.20223,
831,-219.11539,52.29596,32.562412,
832,-219.44461,52.281643,29.658127,
833,-219.76602,52.254734,29.028202,
