player_id,frames_seen,team,total_distance_m,avg_speed_kmh,max_speed_kmh,avg_accel_ms2,touches,high_intensity,jog,sprint,walk/stand,possession_time_s,passes_made,passes_received,turnovers_won,turnovers_lost,sprint_count
333,21,1,8.942134961485863,40.23960732668638,84.7908765077591,-7.5851427391171455,0.0,8.942134961485863,8.726242646574974,8.53269898891449,,0.0,0,0,0,0,1
341,15,1,15.70990277826786,100.99223214600768,371.9882297515869,15.0166851069246,0.0,1.833418533205986,6.571348413825035,15.70990277826786,,0.0,0,0,0,0,0
345,11,0,6.8598229214549065,61.73840629309416,305.36606311798096,186.3265298306942,0.0,1.9564755484461784,2.0946717485785484,6.8598229214549065,,0.0,0,0,0,0,0
348,4,1,0.088275090791285,2.648252723738551,5.188432931900024,10.189450695179405,0.0,0.0,0.0,0.0,0.088275090791285,0.0,0,0,0,0,0
376,131,0,150.63304317242,104.28441450398309,446.5464735031128,-6.471516707768807,0.0,144.59924098849297,150.63304317242,149.76402435824275,150.46989792829845,0.0,0,0,0,0,4
379,48,0,104.30137538909912,199.726037979126,404.72083568573,35.757187833177284,0.0,0.0,0.0,104.30137538909912,,0.0,0,0,0,0,1
380,125,0,145.32793426513672,105.47995228921214,570.8484077453613,-7.654040481054014,9.0,145.32793426513672,144.67681866884232,145.05882981419563,144.4942011386156,0.0,0,0,1,1,4
382,97,1,105.5372077152133,98.94113223301248,603.0918216705322,-6.442371328982214,59.0,38.062084935605526,83.63775511831045,105.5372077152133,34.6287257745862,0.0,1,0,1,0,5
385,105,1,179.77798551507294,155.57710284958236,671.1165475845337,-22.06649246195761,0.0,179.77798551507294,149.44458590634167,179.39546864666045,179.57066013105214,0.0,0,0,0,0,3
396,293,1,204.9915316198021,63.18232138966504,388.9646816253662,-0.3014896575310459,0.0,202.20210769213736,202.3670090530068,204.9915316198021,200.7926701549441,0.0,0,0,0,0,10
397,115,1,114.83661544322968,90.66048587623396,402.7802896499634,-2.4775572513279163,0.0,68.38600534200668,111.18714186549188,114.83661544322968,,0.0,0,0,0,0,4
401,118,0,126.23344155400991,97.1026473492384,557.1834754943848,0.2942488998429388,0.0,116.34233894944192,116.46722184866668,126.23344155400991,116.96589889377356,0.0,0,0,0,0,4
405,88,0,33.29131639190018,34.43929281920708,352.36051082611084,1.362086027518086,0.0,28.548922838643197,28.3345095384866,33.29131639190018,15.91436273045838,0.0,0,0,0,0,2
440,2,1,0.8594802618026733,77.3532235622406,77.3532235622406,0.0,0.0,0.0,0.0,0.8594802618026733,,0.0,0,0,0,0,0
442,13,0,15.987330555915833,119.90497916936874,362.0460748672485,-23.305118083953857,0.0,0.0,0.0,15.987330555915833,,0.0,0,0,0,0,1
449,5,0,1.6938651204109192,38.11196520924568,55.56322038173676,-10.421806946396828,0.0,0.7027333378791809,0.0,1.6938651204109192,,0.0,0,0,0,0,0
488,60,0,62.59463543072343,95.48334218245948,703.7292051315308,-7.965494641813181,0.0,61.45584833994508,58.20134933665395,62.59463543072343,32.180951330810785,0.0,0,0,0,0,3
521,45,0,15.695372914895415,32.104171871376984,155.30670404434204,-3.575710209340534,0.0,4.433349635452032,15.660358080640435,14.540775198489428,15.695372914895415,0.0,0,0,0,0,1
540,41,0,28.149647187441587,63.33670617174357,486.1940288543701,-0.9442148730158806,0.0,27.43562675639987,26.943979930132627,28.149647187441587,26.79924115166068,0.0,0,0,0,0,2
551,31,0,20.95401471108198,62.862044133245945,242.2360038757324,-38.23475042978922,0.0,19.273746877908707,19.82427453994751,20.95401471108198,20.240496806800365,0.0,0,0,0,0,1
556,5,1,2.0886625945568085,46.99490837752819,75.97243309020996,23.86119682341814,0.0,0.0,0.0,2.0886625945568085,,0.0,0,0,0,0,0
564,23,1,4.2325269021093845,17.314882781356573,51.04250192642212,10.62088624828241,0.0,3.673076052218676,3.807008419185877,4.2325269021093845,3.4698009826242924,0.0,0,0,0,0,0
569,24,0,1.269667936488986,4.968265838435163,16.143807023763657,-2.156030386686325,0.0,0.0,0.4692714419215917,0.0,1.269667936488986,0.0,0,0,0,0,0
571,18,1,1.5025773849338293,7.954821449649684,14.12589266896248,-1.8691693377845429,0.0,0.0,1.3368146922439337,0.0,1.5025773849338293,0.0,0,0,0,0,0
585,1,0,,,,,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0
593,376,1,169.78277955576775,40.747867093384265,638.2461833953857,-1.02361261844635,0.0,157.89941825903952,161.60323260352015,169.78277955576775,161.47576214000583,0.0,0,0,0,0,13
594,331,1,117.59403963387012,32.071101718328215,155.69731950759888,0.2336537070346601,0.0,114.84843318164349,113.4402176886797,117.59403963387012,112.66752107441424,0.0,0,0,0,0,11
595,24,0,31.455137073993683,123.08531898519269,413.9647150039673,-19.40710065157517,0.0,0.0,0.0,31.455137073993683,,0.0,0,0,0,0,1
596,388,1,205.8644654117525,47.87545707250057,366.92314624786377,-1.4770645600110677,74.0,205.3019397072494,205.58667572960255,205.8644654117525,203.5980513803661,0.0,1,2,0,0,18
597,194,0,124.11887133773416,57.87926642692267,715.7028436660767,-2.724566530687204,0.0,105.82188123371452,105.6199199249968,124.11887133773416,106.4659522837028,0.0,0,0,0,0,9
598,81,1,45.33106607198715,50.997449330985546,276.8897581100464,10.239117313176394,18.0,18.19788506627083,14.269365087151527,45.33106607198715,35.54263296723366,0.0,0,1,0,1,5
600,104,0,68.87443976849318,60.18154931227559,455.2696180343628,-4.634058591231559,0.0,60.13731120526791,58.85428215563297,68.87443976849318,62.58208804577589,0.0,0,0,0,0,6
601,120,1,47.93086223304272,36.250231940956674,129.9850308895111,-0.9502595713158616,0.0,32.21474625170231,28.65111654996872,47.93086223304272,43.25274385511875,0.0,0,0,0,0,5
602,372,1,246.40610712440684,59.77506641831972,496.5714740753174,-8.779622393476995,0.0,245.65658285887912,243.55068182619289,246.40610712440684,243.38525579543784,0.0,0,0,0,0,14
603,382,1,160.5927382223308,37.93529249346397,531.921443939209,-0.8428251747227716,89.0,159.86465771123767,160.5927382223308,156.2902404628694,160.23761605843902,0.0,1,0,1,0,9
604,240,0,77.6320517687127,29.23382702587508,131.11160159111023,-0.2085952142791269,0.0,69.33778403233737,76.97162621002644,77.6320517687127,77.0481153158471,0.0,0,0,0,0,9
605,38,1,43.90377978608012,106.79297785803271,379.5334768295288,12.115945888532174,0.0,32.94686524197459,32.728980746120214,43.90377978608012,30.69556000456214,0.0,0,0,0,0,3
606,21,1,3.6717216670513153,16.52274750173092,38.855788707733154,-6.751749431714416,0.0,0.2634512186050415,2.9504078328609467,3.423817582428456,3.6717216670513153,0.0,0,0,0,0,0
607,299,0,138.2958464389667,41.76720194465437,225.12035608291623,-0.4569005733668404,68.0,138.2958464389667,136.29803816135973,138.05269618984312,136.38717105146495,0.0,0,0,1,1,9
609,158,1,58.26372749358416,33.39958900906098,150.091792345047,-3.5402878739271952,0.0,58.13628149777651,58.26372749358416,57.93289067596197,45.58788784593344,0.0,0,0,0,0,4
611,282,0,204.75350576639173,65.57941465827494,887.9982948303223,20.928698595202267,0.0,193.57661962509155,190.95874832570556,204.75350576639173,186.94183768332005,0.0,0,0,0,0,7
613,9,1,9.117933839559557,102.576755695045,251.61307096481323,-8.409877773374319,0.0,0.0,0.0,9.117933839559557,,0.0,0,0,0,0,1
614,21,1,6.116578444838524,27.52460300177336,62.427186369895935,2.8232629410922527,0.0,6.116578444838524,4.4613150507211685,5.860072210431099,4.309110924601555,0.0,0,0,0,0,0
619,34,1,5.545317217707634,15.123592411929913,50.38401424884796,7.524494589729742,0.0,3.868889223784208,4.652912572026253,5.545317217707634,4.129878148436546,0.0,0,0,0,0,0
637,332,0,201.3496198169887,54.74763076594859,629.2145204544067,0.0696789101891647,0.0,194.9871403388679,199.8727328889072,201.3496198169887,199.57014309987423,0.0,0,0,0,0,14
639,1,1,,,,,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0
640,137,1,66.81982340849936,44.21900078503634,444.46945667266846,2.278110751991763,0.0,46.6674127150327,52.10066284425557,66.81982340849936,60.38777449168265,0.0,0,0,0,0,5
662,44,0,38.791421853005886,81.19134806443093,601.8699359893799,84.95251973008,0.0,31.97569239884615,32.103978119790554,38.791421853005886,,0.0,0,0,0,0,1
664,20,0,30.457642912864685,144.27304537672745,509.2016744613648,-6.9202747392027,0.0,0.0,0.0,30.457642912864685,,0.0,0,0,0,0,1
667,236,1,141.61413470096886,54.23520052377531,226.66728258132932,5.325557703667498,0.0,123.41568984277546,124.29165283031762,141.61413470096886,123.48138578422368,0.0,0,0,0,0,7
671,201,1,107.25134057924151,48.26310326065868,489.5824956893921,2.7183834463357925,0.0,103.18291033431888,99.09675240889192,107.25134057924151,102.9491706304252,0.0,0,0,0,0,6
679,189,1,123.90214863792062,59.31485839049391,651.4910173416138,0.5413758310865848,14.0,100.70638607814908,102.0721174813807,123.90214863792062,99.75248530879615,0.0,1,1,0,0,4
685,7,1,2.811704620718956,42.17556931078434,79.70695316791534,-1.4066416770219805,0.0,1.5167270749807358,0.0,2.811704620718956,,0.0,0,0,0,0,0
694,223,1,97.04956153733656,39.34441683946077,206.40435218811035,-0.576562277536403,0.0,96.93142135394736,97.04956153733656,96.12679110420868,95.4500992889516,0.0,0,0,0,0,5
695,12,0,23.20090773701668,189.8256087574092,832.7262496948242,485.8246547254649,0.0,0.0,0.0,23.20090773701668,,0.0,0,0,0,0,1
696,221,1,128.2785122282803,52.47757318429649,213.90799283981323,-0.6452938541769981,3.0,126.41770104691386,126.88994594290853,128.2785122282803,126.51347376778722,0.0,1,1,0,0,8
726,11,0,5.721615515649319,51.49453964084387,129.7978448867798,-40.12061981484294,0.0,0.0,5.721615515649319,5.60953851044178,,0.0,0,0,0,0,1
727,22,0,26.99234515428543,115.68147923265184,361.6824531555176,-17.67663196438835,0.0,0.0,0.0,26.99234515428543,,0.0,0,0,0,0,1
738,134,0,66.8528096228838,45.23874335383114,185.85899591445923,-1.6772066404048662,0.0,64.22040419280529,64.73810793459415,66.8528096228838,60.80036860704422,0.0,0,0,0,0,5
739,29,0,23.36321946978569,75.096062581454,283.4802460670471,-17.701584313597,0.0,17.998255237936974,18.18262228369713,23.36321946978569,15.460217580199242,0.0,0,0,0,0,1
750,1,1,,,,,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0
