frame,t_s,type,id,team,team_conf,has_ball,x_img,y_img,x_world,y_world,speed_kmh,accel_ms2,distance_m,team_in_possession,player_in_possession
9,0.36,player,9,0.0,1.0,0.0,1058.1519775390625,603.6231689453125,89.83753967285156,62.871803283691406,,,,,
9,0.36,player,20,0.0,1.0,0.0,488.3492431640625,288.5052490234375,36.91254806518555,26.47919464111328,,,,,
9,0.36,player,18,1.0,1.0,0.0,507.9246826171875,186.7747802734375,38.533267974853516,13.759824752807617,,,,,
9,0.36,player,6,1.0,1.0,0.0,1440.007080078125,648.328369140625,124.11666107177734,67.69741821289062,,,,,
9,0.36,player,4,0.0,1.0,0.0,769.9251708984375,376.21160888671875,63.9997673034668,37.04831314086914,,,,,
9,0.36,player,7,1.0,1.0,0.0,682.8135375976562,538.7482299804688,55.60416030883789,55.726829528808594,,,,,
9,0.36,player,12,1.0,1.0,0.0,1822.197998046875,370.5927734375,164.37112426757812,36.381839752197266,,,,,
9,0.36,player,17,1.0,1.0,0.0,140.48118591308594,273.87554931640625,3.0655341148376465,24.681081771850586,,,,,
9,0.36,player,10,0.0,1.0,0.0,1116.499755859375,381.8148193359375,96.97074890136719,37.711509704589844,,,,,
9,0.36,player,8,0.0,1.0,0.0,99.38745880126953,281.4984130859375,-0.8483412265777588,25.619274139404297,,,,,
9,0.36,player,19,1.0,1.0,0.0,1184.660888671875,379.75592041015625,103.47762298583984,37.46798324584961,,,,,
9,0.36,player,11,1.0,1.0,0.0,801.15673828125,377.81884765625,66.97079467773438,37.23868942260742,,,,,
9,0.36,player,16,1.0,1.0,0.0,931.3163452148438,221.956787109375,80.191650390625,18.216249465942383,,,,,
9,0.36,ball,-1,,,,776.3455200195312,246.36666870117188,66.51747131347656,20.01665496826172,151.13763427734375,,13.674396514892578,,
10,0.4,player,1,0.0,1.0,0.0,105.5700454711914,417.13037109375,0.8274663090705872,41.79023361206055,3.320719264447689,0.0,0.036896880716085434,,
10,0.4,player,2,0.0,1.0,0.0,226.8459930419922,718.363525390625,14.465097427368164,75.04013061523438,11.46044746041298,0.0,0.12733830511569977,,
10,0.4,player,14,0.0,1.0,0.0,409.412841796875,451.984619140625,29.70424461364746,45.83041000366211,6.893249675631523,0.0,0.07659166306257248,,
10,0.4,player,5,1.0,1.0,0.0,131.69198608398438,1018.377197265625,8.33112907409668,104.76734924316406,38.885885775089264,0.0,0.4320653975009918,,
10,0.4,player,13,0.0,1.0,0.0,109.4169921875,540.9208984375,2.3675596714019775,55.903202056884766,31.498162150382996,0.0,0.34997957944869995,,
10,0.4,player,6,1.0,1.0,0.0,1443.60546875,648.4320068359375,124.1860580444336,67.64537048339844,7.807159423828125,0.0,0.0867462158203125,,
10,0.4,player,3,1.0,1.0,0.0,463.31463623046875,672.6950073242188,35.47446060180664,70.23219299316406,1.0444314032793045,0.0,0.01160479336977005,,
10,0.4,player,11,1.0,1.0,0.0,803.0908203125,376.8028564453125,66.8830337524414,37.048484802246094,18.852750957012177,0.0,0.20947501063346863,,
10,0.4,player,15,0.0,1.0,0.0,881.24658203125,306.1651611328125,74.62759399414062,28.56437873840332,38.03328663110733,0.0,0.42259207367897034,,
10,0.4,player,4,0.0,1.0,0.0,772.6236572265625,376.38385009765625,63.98130798339844,36.998836517333984,4.752718135714531,0.0,0.05280797928571701,,
10,0.4,player,20,0.0,1.0,0.0,491.8358154296875,285.81744384765625,36.95930480957031,26.077241897583008,36.419675052165985,0.0,0.4046630561351776,,
10,0.4,player,9,0.0,1.0,0.0,1054.610595703125,604.950927734375,89.2442626953125,62.95210266113281,53.881791830062866,0.0,0.5986865758895874,,
10,0.4,player,18,1.0,1.0,0.0,510.84735107421875,188.566650390625,38.53864669799805,13.913115501403809,13.804657906293869,0.0,0.15338508784770966,,
10,0.4,player,7,1.0,1.0,0.0,686.6907958984375,535.1552734375,55.69676971435547,55.2602653503418,42.80998706817627,0.0,0.47566652297973633,,
10,0.4,player,17,1.0,1.0,0.0,142.68399047851562,275.2633056640625,3.005300283432007,24.7794246673584,10.379087403416634,0.0,0.11532319337129593,,
10,0.4,player,21,1.0,1.0,0.0,140.9564971923828,485.30352783203125,4.7895588874816895,49.64333724975586,28.46693068742752,0.0,0.3162992298603058,,
10,0.4,player,16,1.0,1.0,0.0,934.4658813476562,221.67794799804688,80.220703125,18.106966018676758,10.177139192819595,0.0,0.11307932436466217,,
10,0.4,player,8,0.0,1.0,0.0,99.1607666015625,281.22186279296875,-1.1609395742416382,25.512788772583008,29.721381068229675,0.0,0.33023756742477417,,
10,0.4,player,10,0.0,1.0,0.0,1118.42919921875,379.71771240234375,96.90095520019531,37.3936653137207,29.28752839565277,0.0,0.3254169821739197,,
10,0.4,player,19,1.0,1.0,0.0,1187.234130859375,380.2744140625,103.447021484375,37.45954895019531,2.8568292036652565,0.0,0.03174254670739174,,
10,0.4,player,12,1.0,1.0,0.0,1825.32373046875,371.50537109375,164.38555908203125,36.420169830322266,3.686221204698086,0.0,0.040958013385534286,,
10,0.4,ball,-1,,,,763.7312622070312,240.31793212890625,63.417842864990234,20.443927764892578,,,,,
11,0.44,player,2,0.0,1.0,0.0,227.06005859375,717.4591064453125,14.19306468963623,74.87627410888672,28.581308126449585,118.89486573636532,0.44490839540958405,,
11,0.44,player,1,0.0,1.0,0.0,106.93553161621094,415.20489501953125,0.6346877217292786,41.487892150878906,32.27148860692978,201.0470093227923,0.39546897634863853,,
11,0.44,player,14,0.0,1.0,0.0,410.8244934082031,448.0334777832031,29.52239418029785,45.29844284057617,50.597185492515564,303.49955428391695,0.6387826129794121,,
11,0.44,player,15,0.0,1.0,0.0,883.3343505859375,303.70257568359375,74.53977966308594,28.18343734741211,35.18386334180832,-19.787661731243134,0.8135238885879517,,
11,0.44,player,6,1.0,1.0,0.0,1446.405517578125,648.4700927734375,124.16385650634766,67.57829284667969,6.359069645404816,-10.056179016828537,0.15740254521369934,,
11,0.44,player,9,0.0,1.0,0.0,1052.92041015625,606.1475219726562,88.80020904541016,63.01000213623047,40.30311942100525,-94.29633617401123,1.0464990139007568,,
11,0.44,player,13,0.0,1.0,0.0,109.98770141601562,541.2176513671875,2.127232313156128,55.86225128173828,21.941218078136444,-66.36766716837883,0.5937708914279938,,
11,0.44,player,3,1.0,1.0,0.0,464.2822265625,672.544921875,35.27646255493164,70.1457290649414,19.44484055042267,127.78061907738447,0.22765857726335526,,
11,0.44,player,18,1.0,1.0,0.0,511.5650634765625,188.32550048828125,38.29719161987305,13.797645568847656,24.088052809238434,71.4124646037817,0.42103011906147003,,
11,0.44,player,5,1.0,1.0,0.0,135.93582153320312,1018.660400390625,8.422358512878418,104.73150634765625,8.821617811918259,-208.77963863313198,0.5300833731889725,,
11,0.44,player,21,1.0,1.0,0.0,143.4879608154297,486.22589111328125,4.7355122566223145,49.672672271728516,5.534510985016823,-159.2529146000743,0.3777937963604927,,
11,0.44,player,19,1.0,1.0,0.0,1189.421875,380.61798095703125,103.35993957519531,37.42158126831055,8.549906685948372,39.535260293632746,0.12674150988459587,,
11,0.44,player,12,1.0,1.0,0.0,1828.653564453125,372.35736083984375,164.40011596679688,36.442440032958984,2.394515611231327,-8.970177732408047,0.0675637423992157,,
11,0.44,player,4,0.0,1.0,0.0,774.5380859375,376.08160400390625,63.867088317871094,36.88426208496094,14.560385048389435,68.10879800468683,0.21459003537893295,,
11,0.44,player,7,1.0,1.0,0.0,689.8365478515625,535.8331909179688,55.697731018066406,55.26177978515625,0.16143946791999042,-296.17046944622416,0.477460294845514,,
11,0.44,player,10,0.0,1.0,0.0,1119.2392578125,377.91741943359375,96.70036315917969,37.10182189941406,31.871914565563202,17.947126179933548,0.679549366235733,,
11,0.44,player,16,1.0,1.0,0.0,936.3492431640625,222.564208984375,80.09658813476562,18.1348819732666,11.449411511421204,8.83522443473339,0.24029500782489777,,
11,0.44,player,8,0.0,1.0,0.0,100.8048324584961,280.5555114746094,-1.3195812702178955,25.349151611328125,20.512163937091827,-63.95289674401283,0.5581505000591278,,
11,0.44,player,17,1.0,1.0,0.0,145.0928955078125,276.4108581542969,2.939398765563965,24.838953018188477,7.992605343461037,-16.57279208302498,0.2041299194097519,,
11,0.44,player,20,0.0,1.0,0.0,496.001708984375,282.30377197265625,37.04668426513672,25.564111709594727,46.8465131521225,72.40859791636467,0.9251798689365387,,
11,0.44,player,11,1.0,1.0,0.0,804.2824096679688,377.6751708984375,66.69729614257812,37.0731201171875,16.862781196832657,-13.819234445691109,0.3968392461538315,,
11,0.44,ball,-1,,,,751.4165649414062,233.29901123046875,61.92070388793945,19.482715606689453,,,,,
12,0.48,player,6,1.0,1.0,0.0,1448.822021484375,648.5048217773438,124.0960693359375,67.50714874267578,8.844112828373909,17.25724432617426,0.255670465528965,,
12,0.48,player,2,0.0,1.0,0.0,227.55018615722656,715.470947265625,13.926663398742676,74.59541320800781,34.83970642089844,43.46109926700592,0.8320162445306778,,
12,0.48,player,3,1.0,1.0,0.0,466.3253479003906,673.0198974609375,35.16600036621094,70.12195587158203,10.169227346777916,-64.41398058086634,0.3406499922275543,,
12,0.48,player,9,0.0,1.0,0.0,1053.384521484375,606.6751708984375,88.54609680175781,62.99137878417969,22.9314386844635,-120.63667178153992,1.3012927770614624,,
12,0.48,player,19,1.0,1.0,0.0,1190.990478515625,379.2716369628906,103.21867370605469,37.17945098876953,25.229413211345673,115.82990642637014,0.40706832334399223,,
12,0.48,player,12,1.0,1.0,0.0,1831.0621337890625,371.8867492675781,164.34390258789062,36.3035774230957,13.482819646596909,77.00211135670543,0.2173728495836258,,
12,0.48,player,15,0.0,1.0,0.0,885.53955078125,304.07708740234375,74.43921661376953,28.143901824951172,9.724992513656616,-176.79771408438683,0.9215793609619141,,
12,0.48,player,13,0.0,1.0,0.0,110.03411102294922,541.919189453125,1.830366849899292,55.862548828125,26.71790510416031,33.17143768072128,0.8906365036964417,,
12,0.48,player,21,1.0,1.0,0.0,144.50106811523438,484.695556640625,4.505768775939941,49.41908264160156,30.796544551849365,175.43078865855932,0.7199776247143745,,
12,0.48,player,1,0.0,1.0,0.0,108.83358764648438,414.06939697265625,0.4877528250217438,41.27357482910156,23.386459350585938,-61.701592057943344,0.6553185246884823,,
12,0.48,player,18,1.0,1.0,0.0,512.06494140625,188.73057556152344,38.02351760864258,13.760180473327637,24.860386848449707,5.363430827856064,0.6972566395998001,,
12,0.48,player,14,0.0,1.0,0.0,411.7820129394531,441.43170166015625,29.273977279663086,44.455116271972656,79.12380337715149,198.10151308774948,1.5179359838366508,,
12,0.48,player,5,1.0,1.0,0.0,140.09609985351562,1013.7801513671875,8.456940650939941,104.20635223388672,47.3662394285202,267.6709834486246,1.0563749223947525,,
12,0.48,player,7,1.0,1.0,0.0,693.2252197265625,537.3458862304688,55.70913314819336,55.35261535644531,8.239355832338333,56.096641419571824,0.5690086929826066,,
12,0.48,player,10,0.0,1.0,0.0,1120.078857421875,375.30731201171875,96.49757385253906,36.70957565307617,39.740949869155884,54.6460784971714,1.1211154758930206,,
12,0.48,player,8,0.0,1.0,0.0,102.39508056640625,278.0862121582031,-1.5149816274642944,24.95923614501953,39.25231844186783,130.13996183872223,0.994287371635437,,
12,0.48,player,20,0.0,1.0,0.0,499.42474365234375,282.6947021484375,37.06156539916992,25.526264190673828,3.660116270184517,-299.9055339023471,0.9658478274941444,,
12,0.48,player,16,1.0,1.0,0.0,937.9576416015625,223.19894409179688,79.93477630615234,18.126819610595703,14.581130594015121,21.748049184679985,0.40230756998062134,,
12,0.48,player,17,1.0,1.0,0.0,147.58438110351562,277.29278564453125,2.86649489402771,24.86151123046875,6.86827227473259,-7.807868532836437,0.28044405579566956,,
12,0.48,player,11,1.0,1.0,0.0,805.9638671875,379.694091796875,66.5433578491211,37.22948455810547,19.748148769140244,20.037274807691574,0.6162631213665009,,
12,0.48,player,4,0.0,1.0,0.0,777.5767211914062,375.05865478515625,63.84971618652344,36.68008041381836,18.442743122577667,26.960819959640503,0.4195094034075737,,
12,0.48,ball,-1,,,,739.7720947265625,229.22821044921875,60.46797561645508,18.884557723999023,,,,,
13,0.52,player,2,0.0,1.0,0.0,227.35609436035156,711.0859375,13.566567420959473,74.07154846191406,57.21221566200256,155.36464750766754,1.4677075296640396,,
13,0.52,player,3,1.0,1.0,0.0,466.90460205078125,673.1589965820312,34.906593322753906,70.07089233398438,23.794662058353424,94.62107438594103,0.605035126209259,,
13,0.52,player,21,1.0,1.0,0.0,145.83099365234375,485.13720703125,4.307286739349365,49.39878845214844,17.956516295671463,-89.16686289012432,0.9194944724440575,,
13,0.52,player,12,1.0,1.0,0.0,1833.983154296875,371.45745849609375,164.31700134277344,36.17892837524414,11.476697623729706,-13.931402936577797,0.3448917120695114,,
13,0.52,player,19,1.0,1.0,0.0,1191.955078125,376.24444580078125,103.01823425292969,36.747196197509766,42.88196951150894,122.58719652891159,0.8835346512496471,,
13,0.52,player,17,1.0,1.0,0.0,149.04446411132812,278.0028076171875,2.6751861572265625,24.872604370117188,17.24670723080635,72.07246497273445,0.47207413613796234,,
13,0.52,player,7,1.0,1.0,0.0,696.3228149414062,537.081298828125,55.678138732910156,55.25388717651367,9.313111826777458,7.456638850271702,0.6724877132801339,,
13,0.52,player,9,0.0,1.0,0.0,1052.9990234375,607.022705078125,88.19881439208984,62.96174240112305,31.369019150733948,58.59430879354477,1.6498374342918396,,
13,0.52,player,13,0.0,1.0,0.0,110.58858489990234,542.4521484375,1.563120722770691,55.85285949707031,24.067955017089844,-18.402431160211563,1.158058226108551,,
13,0.52,player,20,0.0,1.0,0.0,502.8021240234375,282.99908447265625,37.054691314697266,25.487468719482422,3.5459788888692856,-0.7926207035779953,1.0052475929260254,,
13,0.52,player,14,0.0,1.0,0.0,413.60528564453125,440.17608642578125,29.11365509033203,44.23808288574219,24.28444415330887,-380.8288834989071,1.7877631410956383,,
13,0.52,player,4,0.0,1.0,0.0,779.639892578125,373.29473876953125,63.723724365234375,36.39715576171875,27.873902320861816,65.49416109919548,0.7292194291949272,,
13,0.52,player,6,1.0,1.0,0.0,1451.2353515625,648.9981689453125,124.00485229492188,67.49359130859375,8.299714252352715,-3.7805456668138504,0.3478895127773285,,
13,0.52,player,15,0.0,1.0,0.0,887.6513671875,304.502197265625,74.31183624267578,28.120145797729492,11.661897450685501,13.450728729367256,1.051155999302864,,
13,0.52,player,1,0.0,1.0,0.0,110.71369171142578,412.7911376953125,0.32150882482528687,41.0516357421875,24.956796169281006,10.90511679649353,0.9326162599027157,,
13,0.52,player,5,1.0,1.0,0.0,143.17784118652344,1010.926513671875,8.400544166564941,103.8788833618164,29.906069934368134,-121.2511770427227,1.3886645883321762,,
13,0.52,player,18,1.0,1.0,0.0,514.048583984375,187.41879272460938,37.87411117553711,13.513693809509277,25.940922796726227,7.503721863031387,0.9854891151189804,,
13,0.52,player,10,0.0,1.0,0.0,1121.3505859375,374.6767578125,96.301513671875,36.56120681762695,22.128456383943558,-122.30898253619671,1.3669872134923935,,
13,0.52,player,8,0.0,1.0,0.0,104.45944213867188,277.74261474609375,-1.6586049795150757,24.840551376342773,16.76846131682396,-156.13789670169353,1.1806036084890366,,
13,0.52,player,16,1.0,1.0,0.0,939.0985107421875,222.377197265625,79.71692657470703,17.94536590576172,25.516857504844666,75.94254799187183,0.6858282089233398,,
13,0.52,player,11,1.0,1.0,0.0,807.182373046875,380.25689697265625,66.33206939697266,37.222713470458984,19.025722593069077,-5.01684844493866,0.8276600390672684,,
13,0.52,ball,-1,,,,727.783203125,224.180908203125,58.96235275268555,18.1723690032959,,,,,
14,0.56,player,3,1.0,1.0,0.0,467.6429748535156,672.571044921875,34.68458938598633,69.948974609375,22.79500812292099,-6.942041218280792,0.8583129942417145,,
14,0.56,player,2,0.0,1.0,0.0,226.93856811523438,705.6273193359375,13.203716278076172,73.44035339355469,65.52520215511322,57.729072868824005,2.19576533138752,,
14,0.56,player,17,1.0,1.0,0.0,149.45477294921875,279.083251953125,2.4132871627807617,24.936738967895508,24.267366528511047,48.754578456282616,0.7417115420103073,,
14,0.56,player,9,0.0,1.0,0.0,1051.999267578125,602.8221435546875,87.84998321533203,62.44340133666992,56.23096168041229,172.65237867832184,2.2746258974075317,,
14,0.56,player,21,1.0,1.0,0.0,147.0557403564453,484.4976806640625,4.115845203399658,49.262264251708984,21.162197291851044,22.26167358458042,1.154629997909069,,
14,0.56,player,5,1.0,1.0,0.0,146.0299530029297,1007.214599609375,8.342336654663086,103.47563934326172,36.66810929775238,46.95860669016838,1.7960880249738693,,
14,0.56,player,19,1.0,1.0,0.0,1191.4443359375,376.679931640625,102.66966247558594,36.73245620727539,31.399494409561157,-79.73941043019295,1.2324179224669933,,
14,0.56,player,15,0.0,1.0,0.0,889.8514404296875,304.93707275390625,74.21971893310547,28.10491943359375,8.403051048517227,-22.630877792835236,1.1445232331752777,,
14,0.56,player,13,0.0,1.0,0.0,111.67434692382812,540.315673828125,1.3460736274719238,55.55231857299805,33.36491793394089,64.56224247813225,1.528779536485672,,
14,0.56,player,4,0.0,1.0,0.0,780.0327758789062,367.8516540527344,63.4725456237793,35.68358612060547,68.08381497859955,279.23550456762314,1.4857062622904778,,
14,0.56,player,20,0.0,1.0,0.0,504.8976135253906,283.0437316894531,36.949954986572266,25.424131393432617,11.01583644747734,51.87401082366705,1.1276457756757736,,
14,0.56,player,12,1.0,1.0,0.0,1836.54345703125,371.9878845214844,164.2605438232422,36.175445556640625,5.090836063027382,-44.34626083821058,0.4014565572142601,,
14,0.56,player,7,1.0,1.0,0.0,698.7725219726562,536.5267333984375,55.613224029541016,55.12946701049805,12.630272805690765,23.03584013134241,0.8128240777878091,,
14,0.56,player,18,1.0,1.0,0.0,515.0979614257812,186.62200927734375,37.66154098510742,13.340483665466309,24.678361415863037,-8.767787367105484,1.259693130850792,,
14,0.56,player,14,0.0,1.0,0.0,413.898193359375,440.4671936035156,28.84259605407715,44.20698165893555,24.555371403694153,1.8814392387866974,2.0606006011366844,,
14,0.56,player,1,0.0,1.0,0.0,112.0429458618164,413.28704833984375,0.14771032333374023,41.04417037963867,15.656288713216782,-64.58685733377934,1.1065750233829021,,
14,0.56,player,6,1.0,1.0,0.0,1453.1942138671875,649.18212890625,123.9010238647461,67.45332336425781,10.022723749279976,11.965343728661537,0.45925310999155045,,
14,0.56,player,10,0.0,1.0,0.0,1120.194091796875,373.04052734375,95.9083023071289,36.30049514770508,42.4610960483551,141.1988865584135,1.838777169585228,,
14,0.56,player,8,0.0,1.0,0.0,106.24671936035156,277.82904052734375,-1.7968355417251587,24.78223419189453,13.502574115991592,-22.679772228002548,1.330632209777832,,
14,0.56,player,16,1.0,1.0,0.0,939.3213500976562,222.2393798828125,79.43231201171875,17.857528686523438,26.807437241077423,8.96235927939415,0.983688622713089,,
14,0.56,player,11,1.0,1.0,0.0,808.619384765625,378.6861267089844,66.17366027832031,36.970314025878906,26.81923359632492,54.121604189276695,1.1256515234708786,,
15,0.6,player,3,1.0,1.0,0.0,467.8341064453125,666.6715087890625,34.38458251953125,69.2737045288086,66.50225579738617,303.5225532948971,1.5972269475460052,,
15,0.6,player,15,0.0,1.0,0.0,891.5814208984375,304.8758239746094,74.07147979736328,28.04275131225586,14.467262774705887,42.11258143186569,1.3052705973386765,,
15,0.6,player,2,0.0,1.0,0.0,226.45765686035156,700.979736328125,12.829548835754395,72.90480041503906,58.798195123672485,-46.715326607227325,2.8490786105394363,,
15,0.6,player,17,1.0,1.0,0.0,150.49380493164062,279.78717041015625,2.197545289993286,24.968185424804688,19.621946811676025,-32.25985914468765,0.959733173251152,,
15,0.6,player,9,0.0,1.0,0.0,1050.9771728515625,601.7298583984375,87.46623229980469,62.275421142578125,37.70152688026428,-128.6766305565834,2.6935317516326904,,
15,0.6,player,5,1.0,1.0,0.0,147.84112548828125,1006.421142578125,8.207498550415039,103.35828399658203,16.088010370731354,-142.91735365986824,1.9748436957597733,,
15,0.6,player,4,0.0,1.0,0.0,778.857666015625,366.1591796875,63.05093002319336,35.42867660522461,44.34165716171265,-164.87609595060349,1.9783913418650627,,
15,0.6,player,20,0.0,1.0,0.0,506.67486572265625,282.2060546875,36.799598693847656,25.26592254638672,19.643322676420212,59.91309881210327,1.345904916524887,,
15,0.6,player,13,0.0,1.0,0.0,112.2056884765625,537.2252807617188,1.0577318668365479,55.157379150390625,44.00973379611969,73.92233237624168,2.0177765786647797,,
15,0.6,player,21,1.0,1.0,0.0,148.63034057617188,480.32623291015625,3.913982629776001,48.735740661621094,50.75039327144623,205.47358319163322,1.7185232564806938,,
15,0.6,player,12,1.0,1.0,0.0,1839.68017578125,372.01226806640625,164.25537109375,36.125038146972656,4.560490921139717,-3.6829523742198944,0.45212867856025696,,
15,0.6,player,1,0.0,1.0,0.0,114.09124755859375,412.38519287109375,0.017109336331486702,40.886173248291016,18.44883844256401,19.3927064538002,1.311562117189169,,
15,0.6,player,6,1.0,1.0,0.0,1454.2093505859375,649.3031005859375,123.69953155517578,67.418212890625,18.407563269138336,58.22805222123861,0.6637815907597542,,
15,0.6,player,7,1.0,1.0,0.0,701.3184814453125,536.4089965820312,55.54510498046875,55.06621170043945,8.366340324282646,-29.610642232000828,0.9057834147242829,,
15,0.6,player,18,1.0,1.0,0.0,517.0882568359375,186.43173217773438,37.531494140625,13.258882522583008,13.817543238401413,-75.42234845459461,1.413221389055252,,
15,0.6,player,19,1.0,1.0,0.0,1189.6767578125,376.1846923828125,102.19692993164062,36.62049102783203,43.72298151254654,85.5797715485096,1.7182288281619549,,
15,0.6,player,8,0.0,1.0,0.0,107.36876678466797,276.35675048828125,-2.0274691581726074,24.54545783996582,29.748358726501465,112.81794868409634,1.6611695289611816,,
15,0.6,player,14,0.0,1.0,0.0,415.4315185546875,441.7054443359375,28.68110466003418,44.29838943481445,16.70096755027771,-54.54447120428085,2.246166907250881,,
15,0.6,player,16,1.0,1.0,0.0,941.356689453125,222.34725952148438,79.31128692626953,17.81462287902832,11.556497365236282,-105.90930469334126,1.1120941489934921,,
15,0.6,player,10,0.0,1.0,0.0,1119.4854736328125,372.640625,95.53426361083984,36.199703216552734,34.86428081989288,-52.75566130876541,2.226158067584038,,
15,0.6,player,11,1.0,1.0,0.0,809.5745849609375,377.3697814941406,65.95611572265625,36.761070251464844,27.16578036546707,2.406574785709381,1.4274935275316238,,
16,0.64,player,3,1.0,1.0,0.0,467.9847412109375,664.49462890625,34.128421783447266,69.0105209350586,33.05389165878296,-232.28030651807785,1.9644924104213715,,
16,0.64,player,4,0.0,1.0,0.0,778.1383056640625,366.98992919921875,62.704566955566406,35.49267578125,31.700355112552643,-87.78681978583336,2.3306175097823143,,
16,0.64,player,9,0.0,1.0,0.0,1049.21533203125,601.6185302734375,87.04310607910156,62.231292724609375,38.28789800405502,4.072021692991257,3.118952840566635,,
16,0.64,player,20,0.0,1.0,0.0,506.6606750488281,274.82708740234375,36.49319839477539,24.320575714111328,89.4385278224945,484.68892462551594,2.339666336774826,,
16,0.64,player,15,0.0,1.0,0.0,891.727783203125,304.17919921875,73.80982971191406,27.9219970703125,25.935362577438354,79.63958196341991,1.593441292643547,,
16,0.64,player,5,1.0,1.0,0.0,150.12234497070312,1005.009521484375,8.142311096191406,103.19710540771484,15.647566169500351,-3.0586402863264084,2.148705542087555,,
16,0.64,player,13,0.0,1.0,0.0,112.84076690673828,533.697998046875,0.8120248913764954,54.730430603027344,44.33420330286026,2.253260463476181,2.510378837585449,,
16,0.64,player,2,0.0,1.0,0.0,224.34335327148438,702.6818237304688,12.389998435974121,73.05294036865234,41.74583673477173,-118.41915547847748,3.312921240925789,,
16,0.64,player,1,0.0,1.0,0.0,115.221435546875,410.91839599609375,-0.16765236854553223,40.68012237548828,24.90803360939026,44.855521991848946,1.588318046182394,,
16,0.64,player,19,1.0,1.0,0.0,1189.74462890625,376.7136535644531,101.92510223388672,36.64844512939453,24.59351509809494,-132.843516767025,1.9914901070296764,,
16,0.64,player,12,1.0,1.0,0.0,1841.907958984375,372.1253662109375,164.19549560546875,36.103614807128906,5.723344534635544,8.075372315943241,0.515721395611763,,
16,0.64,player,14,0.0,1.0,0.0,416.33673095703125,441.0821533203125,28.489526748657227,44.192283630371094,19.709904491901398,20.895395427942276,2.4651658460497856,,
16,0.64,player,6,1.0,1.0,0.0,1455.53955078125,648.41259765625,123.57296752929688,67.29131317138672,16.130349040031433,-15.813987702131271,0.8430076912045479,,
16,0.64,player,18,1.0,1.0,0.0,517.0565185546875,186.06092834472656,37.23988342285156,13.174023628234863,27.33361691236496,93.86162273585796,1.716928243637085,,
16,0.64,player,8,0.0,1.0,0.0,107.41796875,273.48919677734375,-2.337905168533325,24.155439376831055,44.863435328006744,104.96580973267555,2.159652143716812,,
16,0.64,player,21,1.0,1.0,0.0,148.1466064453125,478.8887939453125,3.582216739654541,48.53825378417969,34.74858641624451,-111.12365871667862,2.104618661105633,,
16,0.64,player,7,1.0,1.0,0.0,703.1159057617188,536.1760864257812,55.443790435791016,55.007423400878906,10.542185828089714,15.110038220882416,1.0229188128141686,,
16,0.64,player,10,0.0,1.0,0.0,1117.585693359375,372.5521240234375,95.07987213134766,36.154327392578125,41.09863579273224,43.29413175582886,2.6828095763921738,,
16,0.64,player,17,1.0,1.0,0.0,150.20135498046875,281.18170166015625,1.8987407684326172,25.103761672973633,29.53111857175827,68.81369277834892,1.287856712937355,,
16,0.64,player,11,1.0,1.0,0.0,809.831298828125,375.96600341796875,65.7088623046875,36.559730529785156,28.69743436574936,10.636486113071442,1.7463539093732834,,
